# Mission Data Summary
# Total Survey Points: 431
# Duplicates Removed: 9
# Generated: 2025-09-26 11:45:31
#
time,id,name,description,status,originalLongitude,originalLatitude,originalAltitude,offsetLongitude,offsetLatitude,roverPositionLongitude,roverPositionLatitude,roverPositionAltitude,unitOfMeasurement,manualMarking,drivingDirection,roverLeftOffsetDistance,roverRightOffsetDistance,roverFrontOffsetDistance,roverOffsetMode,onPoint,pointCompleted
2025-09-25T14:49:27.217Z,u9k1nrpc,31543,White,1,-88.91132349222177,42.999722565593174,273.66763656,-88.91128593334615,42.999712296251154,-88.91128449432385,42.999709811227426,238.770356721446,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:49:48.285Z,wwffQZh6,31591,White,1,-88.9112506055911,42.99972180643273,273.6153034668,-88.9112130467281,42.99971153706678,-88.91120938318375,42.99970759566333,238.78547728396333,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:50:16.009Z,RJJPSLTi,31576,White,1,-88.91117771834726,42.99972108179416,273.6390365664,-88.91114015949682,42.99971081240428,-88.91113863477521,42.99970432681069,238.7573955713928,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:50:38.170Z,dWS1sGtX,31660,White,1,-88.91110483074392,42.99972037741105,273.64679272056003,-88.91106727190605,42.99971010799728,-88.91106571573184,42.99970524379589,238.77501014687147,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:51:23.205Z,yehwEi9e,31738,White,1,-88.91103194266388,42.99971969986791,273.59620558272,-88.91099438383856,42.999709430430215,-88.91099274822548,42.99970737417846,238.70480959036107,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:51:41.753Z,DRj6vwUs,31754,White,1,-88.91095905423396,42.99971904203152,273.45589480416,-88.91092149542118,42.99970877256991,-88.91092032823411,42.999706580212475,238.59079659045156,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:52:09.572Z,5l5MFBJC,31771,White,1,-88.91088616578118,42.99971838552013,273.34062419904,-88.91084860698093,42.99970811603461,-88.91081625796645,42.9997050268946,238.61712864603103,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:52:23.657Z,8YUMImgQ,31756,White,1,-88.91081327810629,42.99971768533964,273.35483604768,-88.91077571931862,42.99970741583018,-88.91077344404229,42.99970436785963,238.66312818688752,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:52:48.220Z,OfSQL3aI,31677,White,1,-88.9107403908237,42.99971696316405,273.51479453904,-88.91070283204859,42.99970669363068,-88.91070131270828,42.99970428822984,238.86105575329796,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:53:10.684Z,ztSk8SU7,31662,White,1,-88.91066750385048,42.99971622365739,273.74142370224,-88.91062994508798,42.999705954100094,-88.91062855754159,42.99970247842222,239.0477417614427,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:53:27.713Z,2KL7QCgq,31710,White,1,-88.91059461615136,42.99971552498271,273.83208384096,-88.9105570574014,42.99970525540151,-88.91055581509241,42.99970097574369,239.14329496754925,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:53:48.445Z,jNIn9R-e,31695,White,1,-88.91052172819995,42.999714840527744,273.8873050056,-88.91048416946256,42.99970457092263,-88.91048094701756,42.9997016818116,239.1721917784571,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:54:03.848Z,fECdyBKb,26120,White,1,-88.9104488400011,42.99971417001805,273.86185966152,-88.91041128127624,42.999703900389,-88.91041089464119,42.999701687583155,239.1255946948317,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:55:40.315Z,VCmKnHDJ,24740,White,1,-88.91023017633736,42.99971210635547,273.51826377264,-88.9101926176502,42.99970183665467,-88.91019134931874,42.9997023382427,238.80817571729932,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:56:22.297Z,umMZwZsW,24736,White,1,-88.91015728818402,42.99971143346391,273.47740807584,-88.9101197295094,42.99970116373918,-88.91007015583753,42.99969766310127,238.81272710247927,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:57:51.287Z,FpR6jgwE,24746,White,1,-88.9100844004085,42.99971073940029,273.51645088320004,-88.91004684174645,42.99970046965163,-88.91004512412925,42.99969780854805,238.8228185730377,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:58:51.798Z,4v_nhZMy,26106,White,1,-88.90979284776394,42.99970805019724,274.13558679504,-88.90975528915206,42.99969778035292,-88.90975437227165,42.9996917096881,239.32026607501467,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:59:08.503Z,N17VFkh3,37338,White,1,-88.90971995985974,42.99970736358175,274.30767583872,-88.90968240126044,42.999697093713515,-88.90968136973552,42.99969346812985,239.4919990916645,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:59:23.954Z,UTDScWx6,37323,White,1,-88.909647072226,42.99970666182999,274.47582781128,-88.90960951363925,42.99969639193783,-88.90960643216508,42.99969392161096,239.6620211339024,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:59:41.032Z,FVxFwIqd,37372,White,1,-88.90957418440817,42.999705970456915,274.61337000000003,-88.909536625834,42.99969570054084,-88.90953544119844,42.99969389905946,239.77966241882913,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:01:55.553Z,OBlRZ_0T,37357,White,1,-88.90950129663109,42.99970527684226,274.71624,-88.90946373806946,42.99969500690225,-88.90946072727543,42.999695284127625,239.8917409562065,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:02:11.131Z,uqk5sNG1,37278,White,1,-88.90942840880679,42.9997045859244,274.80393096,-88.90939085025774,42.9996943159605,-88.9093897669621,42.99969474754392,239.9677200440288,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:02:25.785Z,8ileXJZ1,37263,White,1,-88.90935552112101,42.99970388727783,274.87845456,-88.90931796258452,42.999693617289985,-88.90931784943052,42.99969386299704,239.99779326461493,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:02:40.987Z,6N52uWJe,37311,White,1,-88.90928263314844,42.99970320477142,274.88272176,-88.90924507462452,42.99969293475967,-88.90924394214512,42.9996934129621,239.9820909044375,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:02:55.291Z,uAM2zGzV,37296,White,1,-88.90920974523128,42.99970251920035,274.90375296,-88.90917218671993,42.999692249164674,-88.90916974417317,42.99969188487242,240.0225431654214,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:03:17.165Z,TDhxpbAL,31872,White,1,-88.90913685755048,42.99970182041349,274.91807856,-88.90909929905165,42.9996915503539,-88.90909809464141,42.999690419987814,240.01112144432483,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:05:18.709Z,VZYxwt42,31857,White,1,-88.9090639697833,42.99970112651828,274.91213496,-88.90902641129706,42.999690856434775,-88.9090279019529,42.99968872187118,240.02944236629097,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:07:15.841Z,EznHT9Jk,31906,White,1,-88.90899108215471,42.99970042489437,274.92877704,-88.90895352368102,42.999690154786926,-88.90894910695695,42.99968847066118,240.0479919102467,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:07:31.113Z,zQDkT6v2,31891,White,1,-88.90891819450336,42.999699724595445,274.95965328,-88.90888063604223,42.99968945446411,-88.90887899349556,42.99968776727056,240.0909669960377,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:07:54.821Z,zUyggPR0,31812,White,1,-88.90884530685855,42.999699023975445,274.98425064,-88.90880774840998,42.99968875382018,-88.90880705823362,42.99968782814645,240.0908583927553,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:10:59.797Z,AUvPAF5x,31542,White,1,-88.91132478891883,42.99964966881622,273.33641040000003,-88.91128723008741,42.999639399474475,-88.91128742225973,42.99963601726749,238.389211966011,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:11:18.120Z,M1iHWWI-,31590,White,1,-88.91125190223342,42.999648917612866,273.26348498832004,-88.91121434341458,42.999638648247206,-88.9112141102324,42.99963616992868,238.3514734101236,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:11:33.369Z,HE13UKl9,31575,White,1,-88.91117901489577,42.99964820312625,273.26166816696,-88.91114145608951,42.99963793373668,-88.91114078474817,42.999632973280114,238.2799579326461,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:11:50.372Z,CoPZe0Dx,31751,White,1,-88.91110612728646,42.99964750395672,273.25711756392,-88.91106856849275,42.99963723454322,-88.91106739846283,42.9996312637099,238.25455677029535,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:12:06.614Z,HAwrqYcy,31736,White,1,-88.9110332393664,42.99964682229909,273.2166543276,-88.91099568058526,42.99963655286167,-88.91099347092886,42.99963060950958,238.16051950553256,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:12:21.779Z,LSCw1TFp,31769,White,1,-88.91096035114042,42.99964615787901,273.09181620288,-88.91092279237182,42.999635888417686,-88.91092132555508,42.99963295010671,238.0627112010407,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:12:37.953Z,cLSL9Tsm,31784,White,1,-88.91088746307223,42.99964548463284,273.0202081368,-88.91084990431618,42.999635215147585,-88.91084843291753,42.999633090546965,238.079641040095,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:12:57.188Z,sNk4ylkq,31723,White,1,-88.91081457555251,42.99964478061224,273.04583910408,-88.91077701680902,42.99963451110304,-88.91077629293419,42.99963517728467,238.22798442390396,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:13:14.926Z,-cmz8c1i,31676,White,1,-88.91074168841044,42.99964405541957,273.21499210080003,-88.91070412967954,42.99963378588647,-88.91070337410892,42.99963418614501,238.4369803114631,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:13:31.041Z,P7JvbyVI,31661,White,1,-88.91066880163145,42.99964330987792,273.45969151488003,-88.91063124291314,42.99963304032093,-88.91062855723952,42.99963246732781,238.70879580996777,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:13:47.676Z,uunDuUnV,31709,White,1,-88.91059591425356,42.99964259803509,273.59668695336,-88.9105583555478,42.99963232845417,-88.91055698443247,42.99963064177846,238.88812461860596,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:14:02.239Z,TxvyM8vG,31694,White,1,-88.91052302654037,42.999641905075954,273.68797726608,-88.9104854678472,42.999631635471125,-88.91048524247807,42.9996293401362,238.97248732106996,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:14:17.308Z,0sbvoVmu,26119,White,1,-88.9104501385407,42.99964122825695,273.69260202696,-88.91041257986006,42.9996309586282,-88.91040906835083,42.999629805405675,238.98302360252708,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:14:50.233Z,mzotT0RS,24757,White,1,-88.91023147541596,42.99963914895867,273.49722416016,-88.91019391677301,42.999628879258175,-88.91019248127152,42.99962582252949,238.76828289875365,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:15:06.269Z,OODAdQkh,24735,White,1,-88.9101585873446,42.99963847634229,273.51195163896,-88.9101210287142,42.99962820661785,-88.91011875766888,42.99962612464404,238.756077607232,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:15:21.523Z,V2wrLzWj,24745,White,1,-88.91008569963152,42.99963778365127,273.57281111592005,-88.91004814101368,42.99962751390293,-88.91004598941122,42.99962548148154,238.78203607931164,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:15:37.099Z,zkUTMW2g,24916,White,1,-88.9100128122279,42.999637073629174,273.72767999592,-88.90997525362262,42.99962680385689,-88.90997313334162,42.999625783257784,238.8528503684566,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:16:10.119Z,Ug-CmVTU,26105,White,1,-88.90979414731487,42.99963509554895,274.05999730944,-88.90975658874723,42.999624825704934,-88.90975417171636,42.99962445929346,239.22009403049444,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:16:23.466Z,KMRy8vZ3,37351,White,1,-88.90972125944377,42.99963441195219,274.20365872392,-88.90968370088868,42.99962414208423,-88.90968094204867,42.9996227711581,239.36823353441557,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:16:37.704Z,05HxAmcJ,37336,White,1,-88.9096483718529,42.99963371267044,274.35173592840005,-88.90961081331037,42.99962344277857,-88.90960751604513,42.99962094070672,239.53114849348728,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-25T15:16:51.102Z,4U7yFRMt,37371,White,1,-88.90957548416591,42.99963301882904,274.50876864456,-88.90953792563596,42.99962274891325,-88.90953450129246,42.99962058261697,239.6749281918447,ft,True,backward,0,-3.6,-10.1,B,5,2
